"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"7902-0","Helicobacter pylori, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","H pylori IgG Сир-ДовКонц","Helicobacter pylori, Антитіла IgG [Одиниці/об'єм] в сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; C pylori; Campylobacter pylori; Gastro; Gastroenterology; GI; H pyl; H pylori; Immune globulin G; Immunoglobulin G; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders","H. pylori IgG Кільк (Сиров)"
"7905-3","Вірус Гепатиту В поверхневий Антиген","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Нейтралізації тест","Мікробіологія","ВГВ HBsAg СирПл Якісн Нйт","Вірус Гепатиту В поверхневий Антиген [Наявність] в Сироватці або Плазмі за допомогою тесту Нейтралізації","Antigen; Antigens; Australia antigen; Conventional virus neutralization test; cVNT; HBs; HBsAG; HBV; HBV surface; Hep; Hep B; Hep Bs; Hepatis; Hepatit; Hepatology; HepB; ID; Infectious Disease; InfectiousDisease; Liver; Microbiology; NEUTRALIZATION; Neutralization test; NT; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; Serum virus neutralization; SR; Surf; SVN; UniversalLabOrders; Virus neutralization test; VNT","ВГВ поверхневий Антиген (HBsAg) тест Нейтралізації Якісно"
"749-2","Мієлоцити/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","Ручний підрахунок","Гематологія/Підрахунок клітин","Мієлоцити/лейк ЧисФракц Крв Вручну","Мієлоцити/100 лейкоцитів в Крові Ручний підрахунок","100WBC; Blood; Hematology; HEMATOLOGY/CELL COUNTS; Heme; Leuc; Leuk; Leukocyte; Lkcs; Manl; Myel; Myelo; Myelocyte; Number fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Мієлоцити/100 лейкоцитів Ручний підрахунок (Крв)"
"764-1","Нейтрофіли. паличкоядерні/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","Ручний підрахунок","Гематологія/Підрахунок клітин","Нейтр Палички/лейк ЧисФракц Крв Вручну","Паличкоядерні нейтрофіли/100 лейкоцитів в Крові Ручний підрахунок","100WBC; Bands; Blood; bnd; HEMATOLOGY/CELL COUNTS; Leuc; Leuk; Leukocyte; Lkcs; Manl; N-Band; Neut; Neutr; Neutrophil; Neuts Band; Number Fraction; Percent; PMN; PNM; Point in time; QNT; Quan; Quant; Quantitative; Random; WB; WBC; WBCs; White blood cell; White blood cells; Whole blood","Паличкоядерні нейтрофіли/100 лейкоцитів Ручний підрахунок (Крв)"
"771-6","Еритроцити.ядровмісні","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","Автоматизований підрахунок","Гематологія/Підрахунок клітин","Еритр ядр # Крв Авто","Ядровмісні еритроцити [кількість/об'єм] в Крові Автоматизований підрахунок","#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Discocytes; Elec; Elect; Electr; Erthrocyte; Erythroblasts; Erythrocyte; HEMATOLOGY/CELL COUNTS; Normoblasts; nRBC; nRBCs; Nuc; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; WB; Whole blood","Ядровмісні еритроцити Авто (Крв) [#/об'єм]"
"772-4","Еритроцити.ядровмісні","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","Ручний підрахунок","Гематологія/Підрахунок клітин","Еритр ядр # Крв Вручну","Ядровмісні еритроцити [кількість/об'єм] в Крові Ручний підрахунок","#; ABS; absolute; absolutes; Blood; Cnt; Count; Count/volume; CT; Discocytes; Erthrocyte; Erythroblasts; Erythrocyte; HEMATOLOGY/CELL COUNTS; Manl; Normoblasts; nRBC; nRBCs; Nuc; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; WB; Whole blood","Ядровмісні еритроцити Ручний підрахунок (Крв) [#/об'єм]"
"7789-1","Акантоцити","Наявність або Поріг","МоментЧасу","Кров","Порядково","Мікроскопія. світлова","Гематологія/Підрахунок клітин","Акантоцити Крв Якісн Мазок","Акантоцити [Наявність] в Крові методом Світлової мікроскопії","Acanthocyte; Blood; HEMATOLOGY/CELL COUNTS; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Spur cells; WB; Whole blood","Акантоцити СМ Якісно (Крв)"
"7793-3","Тільця Говела-Жоллі","Наявність або Поріг","МоментЧасу","Кров","Порядково","Мікроскопія. світлова","Гематологія/Підрахунок клітин","Тільця Жоллі Крв Якісн Мазок","Тільця Говела-Жоллі [Наявність] в Крові методом Світлової мікроскопії","Blood; bod; Body; H J bodies; HEMATOLOGY/CELL COUNTS; HJBody; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; WB; Whole blood","Тільця Говела-Жоллі СМ Якісно (Крв)"
"7817-0","Borrelia burgdorferi Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","B burgdor IgG Сиров-ДовКонц","Borrelia burgdorferi Антитіла IgG [Одиниці/об'єм] в Сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; B burg; B burgdor; B burgdorferi; Bb; Burgdorf; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Lyme; Lyme disease; Lymes; Microbiology; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders","B. burgdorferi IgG Кількісно (Сиров)"
"7886-5","Епштейн-Барр вірус, Антитіла до капсидного антигену. IgМ","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","ЕБВ VCA IgG Сиров-ДовКонц","Епштейн-Барр вірус, Антитіла IgМ до капсидного антигену [Одиниці/об'єм] в Сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; CAP; EBV; EBV capsid Ab; EBV VCA; Epstn; HHV-4; human herpesvirus 4; ID; Immune globulin M; Immunoglobulin M; Infectious Disease; InfectiousDisease; Microbiology; Mono; Mononucleosis; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders; VCA; Viral capsid","ЕБВ, IgМ до капсидного Аг (VCA IgМ) Кількісно (Сироватка)"
"7885-7","Епштейн-Барр вірус, Антитіла до капсидного антигену. IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","ЕБВ VCA IgG Сиров-ДовКонц","Епштейн-Барр вірус, Антитіла IgG до капсидного антигену [Одиниці/об'єм] в Сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; CAP; EBV; EBV capsid Ab; EBV VCA; Epstn; HHV-4; human herpesvirus 4; ID; Immune globulin G; Immunoglobulin G; Infectious Disease; InfectiousDisease; Microbiology; Mono; Mononucleosis; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR; UniversalLabOrders; VCA; Viral capsid","ЕБВ, IgG до капсидного Аг (VCA IgG) Кількісно (Сироватка)"
"7893-1","Гліадин, Антитіла","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Серологія","Гліадин Ат Сир-ДовКонц","Гліадин, Антитіла [Одиниці/об'єм] в сироватці","ABS; Aby; Antby; Anti; Antibodies; Antibody; Arbitrary concentration; Autoantibodies; Autoantibody; Celiac disease; F98; Gliadine; Point in time; QNT; Quan; Quant; Quantitative; Random; Serology; Serum; SR; UniversalLabOrders","Гліадин, Ат Кільк (Сиров)"
"789-8","Еритроцити","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","Автоматизований підрахунок","Гематологія/Підрахунок клітин","Еритроцити # Крв Авто","Еритроцити [кількість/об'єм] в Крові Автоматизований підрахунок","#; ABS; absolute; absolutes; Auto; Automated detection; Blood; Cnt; Count; Count/volume; CT; Discocytes; Elec; Elect; Electr; Erthrocyte; Erythrocyte; HEMATOLOGY/CELL COUNTS; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; RBC; RBCS; Red blood cell; Red blood cells; Red blood corpuscle; Red blood corpusles; Red cell; Red cells; UniversalLabOrders; WB; Whole blood","Еритроцити Авто (Крв) [#/об'єм]"
"79375-2","Мікроскопічне дослідження^2й зразок","Наявність або Ідентифікація","МоментЧасу","Мокротиння","Категорійно","Забарвлення для виявлення кислотостійких бактерій. Ціля-Нільсена","Мікробіологія","Ціля-Нільсена Забарв Зразок2 Мокрота","Мікроскопічне дослідження [Ідентифікація] Моротиння методом Забарвлення для виявлення кислотостійких бактерій. Ціля-Нільсена--2й Зразок","Acd; Acid fast Stn; Acids; AFB stain; Convalescent; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lower respiratory; Lung; Microbiology; Nominal; Point in time; Post immunization; Pulmonary; Pulmonology; Random; Respiratory; Second; sp2; Spec; Spt; Sputum; St; Stains; Stn; ZN Stn","Мікроскопічне дослідження 2й зразок Забарвлення для виявлення КСБ. Ціля-Нільсена Категорійно (Мокротиння)"
