"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"11006-4","Borrelia burgdorferi Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Borrelia burgdorferi",""
"11079-1","HIV 2 p26 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen p26 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do p26 HIV 2",""
"11081-7","HIV 2 p56 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen p56 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do p56 HIV 2",""
"11106-2","Eozynofile/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Eozynofile Eozynofile/100 komórek",""
"11108-8","Limfocyty/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Limfocyty Limfocyty/100 komórek",""
"11109-6","Komórki tuczne/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Komórki tuczne Komórki tuczne/100 komórek",""
"11111-2","Metamielocyty/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Metamielocyty Metamielocyty/100 komórek",""
"11115-3","Neutrofile/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Neutrofile",""
"10821-7","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","tkanka i rozmazy","cecha","barwienie Wrighta-Giemsy","PATH","","","",""
"10850-6","Cyclospora cayetanensis","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Cyclospora cayetanensis",""
"10855-5","Jaja i pasożyty zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","płyn dwunastniczy lub płyn żołądkowy","cecha","mikroskopia świetlna","MICRO","","","Jaja i pasożyty Pasożyty wykryty Zidentyfikowano jaja i pasożyty",""
"10856-3","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","śluz z pochwy, z narządów płciowych","cecha","barwienie Grama","MICRO","","","",""
"10958-7","Pinus virginiana Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","IgE Sosna wirginijska (Pinus virginiana)",""
"11016-3","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","krew lub szpik kostny","cecha","wykrywanie aktywności nieswoistej esterazy","PATH","","","",""
"11017-1","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","krew lub szpik kostny","cecha","barwienie CAE (Chloracetate esterase)","PATH","","","",""
"11031-2","Limfocyty/100 leukocytów","frakcja liczbowa","punkt w czasie","płyn ustrojowy","ilościowy","","morfologia krwi","","","Leukocyty Limfocyty Limfocyty/100 leukocytów",""
"11050-2","Łańcuchy lekkie immunoglobuliny.kappa","stężenie masowe","punkt w czasie","surowica lub osocze","ilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin Łańcuchy lekkie kappa immunoglobuliny",""
"11078-3","HIV 2 gp80 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen gp80 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do gp80 HIV 2",""
"11080-9","HIV 2 p53 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen p53 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do p53 Przeciwciała do p53 HIV 2",""
"11083-3","Wirus brodawczaka ludzkiego zidentyfikowany","wykrycie lub identyfikacja","punkt w czasie","szyjka macicy","cecha","","MICRO","","","Wirus brodawczaka ludzkiego Wirus brodawczaka ludzkiego wykryto Wykryto wirusa wykryty",""
"11088-2","Neuronalny jadrowy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","serologia niemikrobiologiczna","","","Przeciwciała do antygenów jądrowych neuronów Przeciwciała onkoneuronalne Przeciwciała przeciwjądrowe",""
"11107-0","Limfocyty.atypowe/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Limfocyty Limfocyty atypowe Limfocyty atypowe/100 komórek",""
"11116-1","Normoblast ortochromatyczny/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Normoblast kwasochłonny",""
"11130-2","Limfocyty B","stężenie liczbowe","punkt w czasie","krew","ilościowy","","markery komórkowe","","","koncentracja Limfocyty Limfocyty B",""
"21335-5","HIV 2 gp120 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen gp120 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do gp120 ludzkiego wirusa niedoboru odporności typu 2",""
"21338-9","HIV 2 p31 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen p31 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do p31 HIV 2",""
"21339-7","HIV 2 p55 Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunoblotting","MICRO","","","Antygen p55 ludzkiego wirusa niedoboru odporności typu 2 Ludzki wirus niedoboru odporności typu 2 Przeciwciała do p55 HIV 2",""
"21349-6","IgA","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","Immunoglobulina A",""
"21351-2","IgM","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","immunofiksacja","badania biochemiczne - testy bez obciążenia","","","IgM",""
"21391-8","Obserwacja mikroskopowa","wykrycie lub identyfikacja","punkt w czasie","kość","cecha","barwienie na obecność fosfatazy kwaśnej","PATH","","","",""
"21397-5","Mononuklearne komórki","stężenie liczbowe","punkt w czasie","płyn ustrojowy","ilościowy","zliczanie ręczne","morfologia krwi","","","koncentracja Mononuklearne komórki",""
"21440-3","Wirus brodawczaka ludzkiego 16+18+31+33+35+45+51+52+56 DNA","granica wykrywalności","punkt w czasie","szyjka macicy","półilościowy","sonda","MICRO","","","DNA wirusa brodawczaka ludzkiego typ 16+18+31+33+35+45+51+52+56 Wirus brodawczaka ludzkiego Wirus brodawczaka ludzkiego typ 16 Wirus brodawczaka ludzkiego typ 16 i 18 Wirus brodawczaka ludzkiego typ 16+18 Wirus brodawczaka ludzkiego typ 16+18+31+33+35+45+51+52+56",""
"20608-6","Komórki.CD41/100 komórek","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","Komórki CD41 Komórki CD41/100 komórek",""
"20612-8","Komórki.CD7/100 komórek","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","CD7 Komórki CD7 Komórki CD7/100 komórek",""
"20613-6","Komórki.CD8","stężenie liczbowe","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","CD8 Komórki CD8 koncentracja",""
"20615-1","Limfocyty.IgD/100 limfocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","IgD limfocytów IgD Limfocytów/100 limfocytów Limfocyty",""
"20616-9","Limfocyty.IgM/100 limfocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","IgM IgM limfocytów IgM Limfocytów/100 limfocytów Limfocyty",""
"20617-7","Limfocyty.kappa/100 limfocytów","frakcja liczbowa","punkt w czasie","XXX","ilościowy","","markery komórkowe","","","Limfocyty Limfocyty kappa Limfocyty kappa/100 limfocytów",""
"20736-5","Wirus doliny Cache Ab.Neutralizujące","granica wykrywalności","punkt w czasie","surowica","półilościowy","test neutralizacji","MICRO","","","Przeciwciała do wirusa doliny Cache Przeciwciałd nautralziujące do wirusa doliny Cachew Wirus doliny Cache",""
"20741-5","Wirus ospy kanarków Ag","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunofluorescencja","MICRO","","","Antygen kanarczego wirusa ospy Kanarczy wirus ospy",""
"20764-7","Clostridium perfringens genotyp","wykrycie lub identyfikacja","punkt w czasie","izolat","cecha","","MICRO","","","Clostridium perfringens Genotyp Clostridium perfringens",""
"20779-5","Koronawirus bydlęcy Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen koronawirusa bydlęcego Koronawirus Koronawirus bydlęcy",""
"20794-4","Wirus wschodniego końskiego zapalenia mózgu Ab","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa wschodniego końskiego zapalenia mózgu Wirus wschodniego końskiego zapalenia mózgu",""
"20805-8","Wirus epizootycznej choroby krwotocznej Ag","zawartość w jednostkach umownych","punkt w czasie","płuco","półilościowy","immunofluorescencja","MICRO","","","Antygen wirusa epizootycznej choroby krwotocznej Wirus epizootycznej choroby krwotocznej",""
"20806-6","Wirus zapalenia mózgu Saint Louis Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do wirusa zapalenia mózgu Saint Louis",""
"20846-2","Herpeswirus bydlęcy 1 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Herpeswirusa budlęcego 1 Herpeswirus bydlęcy 1",""
"20848-8","Herpeswirus bydlęcy 2 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antygen Herpeswirusa budlęcego 2 Herpeswirus bydlęcy 2",""
"20853-8","Herpeswirus koński 1 Ag","granica wykrywalności","punkt w czasie","wymaz z tchawicy","półilościowy","immunofluorescencja","MICRO","","","Antytgen Herpeswirusa końskiego typu 1 Herpeswirus koński Herpeswirus koński typu 1",""
"22466-7","Syncytialny wirus oddechowy Ab","miano","punkt w czasie","surowica","półilościowy","","MICRO","","","Przeciwciała do syncytialnego wirusa oddechowego Wirus syncytialny nabłonka oddechowego",""
"5110-2","Wirus Coxsackie B4 Ab","miano","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do wirusa Coxsackie B4 Wirus Coxsackie Wirus Coxsackie B4",""
"9715-4","Shigella sonnei Ab","miano","punkt w czasie","surowica","półilościowy","test wiązania dopełniacza","MICRO","","","Przeciwciała do Shigella sonnei Shigella sonnei",""
"9758-4","Wirus Coxsackie A9 Ab","miano","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","test wiązania dopełniacza","MICRO","","","Przecwiciała do wirusa Coxsackie A9 Wirus Coxsackie Wirus Coxsackie A9",""
"96922-0","Jądrowe Ab wzór.wrzeciono podziałowe","miano","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","immunofluorescencja","serologia niemikrobiologiczna","","","Przeciwciała przeciwjądrowe Wzór wrzeciona podziałowego przeciwciał przeciwjądrowych Wzorzec przeciwciał jądrowych",""
"11173-2","Ficus carica Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","Figowiec pospolity (Ficus carica) IgE Przeciwciała IgE do figowca pospolitego (Ficus carica)",""
"11219-3","Łańcuchy lekkie immunoglobulin","granica wykrywalności","punkt w czasie","surowica","półilościowy","","badania biochemiczne - testy bez obciążenia","","","Łańcuchy lekkie immunoglobulin",""
"11181-5","Lycopodium spp Ab IgE","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","alergia","","","IgE Lycopodium spp. Przeciwciała IgE do Pomidora (Lycopersicon spp.)",""
"11246-6","oksyKODON","stężenie masowe","punkt w czasie","mocz","ilościowy","","toksykologia leków","","","",""
"11247-4","oksyMORfon","granica wykrywalności","punkt w czasie","mocz","półilościowy","","toksykologia leków","","","",""
"11104-7","Normoblast bazofilowy/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Normoblast zasadochłonny",""
"11105-4","Bazofile/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Bazofile Bazofile na 100 komórek",""
"11110-4","Megakariocyty/100 komórek","frakcja liczbowa","punkt w czasie","szpik kostny","ilościowy","zliczanie ręczne","morfologia krwi","","","Megakariocyty Megakariocyty/100 komórek",""
"99894-8","Kryształy jednowodnego szczawianu wapnia","granica wykrywalności","punkt w czasie","osad moczu","półilościowy","metoda wspomagana komputerowo","badanie moczu","","","",""
"15443-5","Wirus ptasiego zakaźnego zapalenia krtani i tchawicy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Przeciwciała do wirusa ptasiego zakaźnego zapalenia krtani i tchawicy Wirus ptasiego zakaźnego zapalenia krtani i tchawicy",""
"15454-2","Wirus retikuloendoteliozy Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa retikuloendoteliozy",""
"15455-9","Wirus choroby niebieskiego języka Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","immunodyfuzja","MICRO","","","Przecwciała do wirusa choroby niebieskiego języka Wirus choroby niebieskiego języka",""
"15460-9","Wirus białaczki bydlęcej Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa białaczki bydlęcej Wirus białaczki bydlęcej",""
"15464-1","Wirus zapalenia mózgu kóz Ab","granica wykrywalności","punkt w czasie","surowica","półilościowy","metoda immunologiczna","MICRO","","","Przeciwciała do wirusa zapalenia mózgu kóz Wirus zapalenia mózgu kóz",""
"17343-5","Typ 2 neuronalny jądrowy Ab","granica wykrywalności","punkt w czasie","płyn mózgowo-rdzeniowy","półilościowy","","serologia niemikrobiologiczna","","","Przeciwciała do antygenów jądrowych komórek nerwowych typu 2 Przeciwciała onkoneuronalne",""
"17348-4","Neutrofil Ab.IgA","stężenie w jednostkach umownych","punkt w czasie","surowica","ilościowy","","serologia niemikrobiologiczna","","","Immunoglobulina A Neutrofil Przeciwciała do neutrofili Przeciwciała IgA do neutrofili",""
"17359-1","Neutrofile","stężenie liczbowe","punkt w czasie","nasienie","ilościowy","zliczanie ręczne","FERT","","","koncentracja Neutrofile",""
"17402-9","Wirus brodawczaka ludzkiego 31 Ag","granica wykrywalności","punkt w czasie","XXX","półilościowy","","MICRO","","","Antygen wirusa brodawczaka ludzkiego typ 31 Wirus brodawczaka ludzkiego Wirus brodawczaka ludzkiego typ 31",""
"20854-6","Herpeswirus koński 1 Ag","granica wykrywalności","punkt w czasie","tkanka i rozmazy","półilościowy","immunofluorescencja","MICRO","","","Antytgen Herpeswirusa końskiego typu 1 Herpeswirus koński Herpeswirus koński typu 1",""
"20715-9","Wirus biegunki bydła Ag","granica wykrywalności","punkt w czasie","surowica","półilościowy","barwnik immunologiczny","MICRO","","","Antygen wirusa biegunki bydła barwnik immunologiczny Wirus biegunki bydła",""
"20720-9","Brucella abortus Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","seryjna aglutynacja pierścieniowa","MICRO","","","Brucella abortus",""
"20721-7","Brucella abortus Ab","granica wykrywalności","punkt w czasie","nasienie","półilościowy","aglutynacja","MICRO","","","Brucella abortus",""
"20724-1","Brucella abortus Ab","granica wykrywalności","punkt w czasie","serwatka","półilościowy","aglutynacja pierścieniowa","MICRO","","","Brucella abortus",""
"20725-8","Brucella abortus Ab","granica wykrywalności","punkt w czasie","mleko","półilościowy","aglutynacja pierścieniowa","MICRO","","","Brucella abortus",""
