"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","46534-4","Skin lesion or open wound","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46536-9","Number of pressure injuries - stage 1","Num","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46536-9","Number of pressure injuries - stage 1","Num","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46553-4","Urinary incontinence or urinary catheter present","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46553-4","Urinary incontinence or urinary catheter present","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46569-0","Telephone use - functional ability","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46569-0","Telephone use - functional ability","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46578-1","Admitted to","Type","Pt","Inpatient facility","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","46578-1","Admitted to","Type","RptPeriod","Inpatient facility","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","46581-5","Date of last home visit","Date","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","46581-5","Date of last home visit","Date","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","46587-2","Bowel incontinence frequency","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46587-2","Bowel incontinence frequency","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46589-8","Cognitive functioning","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46589-8","Cognitive functioning","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46592-2","Frequency of behavior problems","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46592-2","Frequency of behavior problems","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","46593-0","Receives psychiatric nursing","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","46593-0","Receives psychiatric nursing","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","50949-7","Albumin","PrThr","Pt","Urine","SemiQn","Test strip","CHEM"
"CHANGED","50949-7","Albumin","PrThr","Pt","Urine","Ord","Test strip","CHEM"
"BEFORE","54507-9","Medicare stay","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54507-9","Medicare stay","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54508-7","Hearing, speech, and vision","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54508-7","Hearing, speech, and vision","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54519-4","Interview for daily preferences","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54519-4","Interview for daily preferences","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54520-2","Interview for activity preferences","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54520-2","Interview for activity preferences","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54527-7","Functional rehabilitation potential","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54527-7","Functional rehabilitation potential","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54530-1","Urinary toileting program","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54530-1","Urinary toileting program","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54568-1","Nutritional approaches panel","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54568-1","Nutritional approaches panel","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54583-0","Federal OBRA reason for assessment","Type","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","54583-0","Federal OBRA reason for assessment","Type","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","54584-8","PPS Assessment","Type","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54584-8","PPS Assessment","Type","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54585-5","PPS Other Medicare Required Assessment - OMRA","Find","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","54585-5","PPS Other Medicare Required Assessment - OMRA","Find","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","54587-1","First assessment since the most recent admission &or reentry","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54587-1","First assessment since the most recent admission &or reentry","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54589-7","Preadmission Screening and Resident Review (PASRR)","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54589-7","Preadmission Screening and Resident Review (PASRR)","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54590-5","Entry type","Type","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","54590-5","Entry type","Type","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","54592-1","Previous assessment reference date for significant correction","Date","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54592-1","Previous assessment reference date for significant correction","Date","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54593-9","Assessment reference date - observation end date","Date","Pt","^Patient","Qn","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54593-9","Assessment reference date - observation end date","Date","RptPeriod","^Patient","Qn","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54594-7","Medicare-covered stay since the most recent entry","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54594-7","Medicare-covered stay since the most recent entry","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54595-4","Start date of most recent Medicare stay","Date","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54595-4","Start date of most recent Medicare stay","Date","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54596-2","End date of most recent Medicare stay","Date","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54596-2","End date of most recent Medicare stay","Date","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54605-1","Brief interview for mental status should be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54605-1","Brief interview for mental status should be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54615-0","Should staff assessment for mental status be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54615-0","Should staff assessment for mental status be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54633-3","Mood","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54633-3","Mood","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54634-1","Should resident mood interview be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54634-1","Should resident mood interview be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54655-6","Responsible staff or provider was informed of potential for resident self harm","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54655-6","Responsible staff or provider was informed of potential for resident self harm","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54697-8","Interview for daily and activity preferences should be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54697-8","Interview for daily and activity preferences should be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54698-6","How important it is to choose what clothes to wear while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54698-6","How important it is to choose what clothes to wear while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54699-4","How important it is to take care of your personal belongings or things while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54699-4","How important it is to take care of your personal belongings or things while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54700-0","How important it is to choose between a tub bath, shower, bed bath, or sponge bath while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54700-0","How important it is to choose between a tub bath, shower, bed bath, or sponge bath while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54701-8","How important it is to have snacks available between meals while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54701-8","How important it is to have snacks available between meals while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54702-6","How important it is to choose your own bedtime while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54702-6","How important it is to choose your own bedtime while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54703-4","How important it is to have your family or a close friend involved in discussions about your care while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54703-4","How important it is to have your family or a close friend involved in discussions about your care while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54704-2","How important it is to be able to use the phone in private while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54704-2","How important it is to be able to use the phone in private while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54705-9","How important it is to have a place to lock your things to keep them safe while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54705-9","How important it is to have a place to lock your things to keep them safe while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54706-7","How important it is to have books, newspapers, and magazines to read while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54706-7","How important it is to have books, newspapers, and magazines to read while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54707-5","How important it is to listen to music you like while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54707-5","How important it is to listen to music you like while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54708-3","How important it is to be around animals such as pets while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54708-3","How important it is to be around animals such as pets while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54709-1","How important it is to keep up with the news while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54709-1","How important it is to keep up with the news while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54710-9","How important it is to do things with groups of people while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54710-9","How important it is to do things with groups of people while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54711-7","How important it is to do your favorite activities while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54711-7","How important it is to do your favorite activities while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54712-5","How important it is to go outside to get fresh air when the weather is good while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54712-5","How important it is to go outside to get fresh air when the weather is good while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54713-3","How important it is to participate in religious services or practices while in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54713-3","How important it is to participate in religious services or practices while in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54714-1","Primary respondent for daily and activity preferences","Find","Pt","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"CHANGED","54714-1","Primary respondent for daily and activity preferences","Find","RptPeriod","^Patient","Nom","CMS Assessment","SURVEY.CMS"
"BEFORE","54715-8","Staff assessment of daily and activity preferences should be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54715-8","Staff assessment of daily and activity preferences should be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54767-9","Trial of toileting program has been attempted on admission or reentry or since urinary incontinence was noted in this facility","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54767-9","Trial of toileting program has been attempted on admission or reentry or since urinary incontinence was noted in this facility","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54768-7","Response to toileting program","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54768-7","Response to toileting program","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54772-9","Bowel toileting program currently being used","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54772-9","Bowel toileting program currently being used","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54828-9","Pain assessment interview should be conducted","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54828-9","Pain assessment interview should be conducted","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54846-1","Life expectancy of less than 6M","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54846-1","Life expectancy of less than 6M","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"BEFORE","54849-5","Fall history on admission","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54849-5","Fall history on admission","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54884-2","Number of pressure injuries - stage 1","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54884-2","Number of pressure injuries - stage 1","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54886-7","Number of pressure injuries present upon admission &or reentry - stage 2","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54886-7","Number of pressure injuries present upon admission &or reentry - stage 2","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54887-5","Number of pressure injuries present upon admission &or reentry - stage 3","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54887-5","Number of pressure injuries present upon admission &or reentry - stage 3","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54890-9","Number of pressure injuries present upon admission &or reentry - stage 4","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54890-9","Number of pressure injuries present upon admission &or reentry - stage 4","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54893-3","Number of pressure injuries - unstageable due to non-removable dressing or device","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54893-3","Number of pressure injuries - unstageable due to non-removable dressing or device","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54894-1","Number of pressure injuries present upon admission &or reentry - unstageable due to non-removable dressing","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54894-1","Number of pressure injuries present upon admission &or reentry - unstageable due to non-removable dressing","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54946-9","Number of pressure injuries - unstageable due to coverage of wound bed by slough &or eschar","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54946-9","Number of pressure injuries - unstageable due to coverage of wound bed by slough &or eschar","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54947-7","Number of pressure injuries present upon admission &or reentry - unstageable due to coverage of wound bed by slough &or eschar","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54947-7","Number of pressure injuries present upon admission &or reentry - unstageable due to coverage of wound bed by slough &or eschar","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54950-1","Number of pressure injuries - unstageable with suspected deep tissue injury in evolution","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54950-1","Number of pressure injuries - unstageable with suspected deep tissue injury in evolution","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54951-9","Number of pressure injuries present upon admission &or reentry - unstageable with suspected deep tissue injury in evolution","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54951-9","Number of pressure injuries present upon admission &or reentry - unstageable with suspected deep tissue injury in evolution","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54953-5","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 2","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54953-5","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 2","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54954-3","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 3","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54954-3","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 3","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54955-0","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 4","Num","Pt","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"CHANGED","54955-0","Number of current pressure injuries not present or were at a lesser stage on prior assessment - stage 4","Num","RptPeriod","^Patient","Qn","CMS Assessment","SURVEY.CMS"
"BEFORE","54956-8","Healed pressure injuries","-","Pt","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"CHANGED","54956-8","Healed pressure injuries","-","RptPeriod","^Patient","-","CMS Assessment","PANEL.SURVEY.CMS"
"BEFORE","54957-6","Pressure injuries were present on the prior assessment","Find","Pt","^Patient","Ord","CMS Assessment","SURVEY.CMS"
"CHANGED","54957-6","Pressure injuries were present on the prior assessment","Find","RptPeriod","^Patient","Ord","CMS Assessment","SURVEY.CMS"
